Time,5 ZONE DOAS:DesPer 1:Des Heat Mass Flow [kg/s],5 ZONE DOAS:DesPer 1:Des Heat Cap [W],5 ZONE DOAS:DesPer 1:Des Cool Mass Flow [kg/s],5 ZONE DOAS:DesPer 1:Des Sens Cool Cap [W],5 ZONE DOAS:DesPer 1:Des Tot Cool Cap [W],5 ZONE DOAS:DesPer 2:Des Heat Mass Flow [kg/s],5 ZONE DOAS:DesPer 2:Des Heat Cap [W],5 ZONE DOAS:DesPer 2:Des Cool Mass Flow [kg/s],5 ZONE DOAS:DesPer 2:Des Sens Cool Cap [W],5 ZONE DOAS:DesPer 2:Des Tot Cool Cap [W],5 ZONE DOAS:DesPer 3:Des Heat Mass Flow [kg/s],5 ZONE DOAS:DesPer 3:Des Heat Cap [W],5 ZONE DOAS:DesPer 3:Des Cool Mass Flow [kg/s],5 ZONE DOAS:DesPer 3:Des Sens Cool Cap [W],5 ZONE DOAS:DesPer 3:Des Tot Cool Cap [W]
18:40:00,2.655603E-01,0.000000E+00,1.430089E+00,2.250176E+04,5.224616E+04,2.655603E-01,0.000000E+00,1.327314E+00,1.648323E+04,6.096431E+04,5.036458E-01,8.356154E+03,2.655603E-01,0.000000E+00,0.000000E+00
18:50:00,2.655603E-01,0.000000E+00,1.415639E+00,2.199346E+04,5.142740E+04,2.655603E-01,0.000000E+00,1.313199E+00,1.604733E+04,6.004368E+04,5.036476E-01,8.356184E+03,2.655603E-01,0.000000E+00,0.000000E+00
19:00:00,2.655603E-01,0.000000E+00,1.399998E+00,2.147261E+04,5.057149E+04,2.655603E-01,0.000000E+00,1.297938E+00,1.560326E+04,5.907673E+04,5.036493E-01,8.356213E+03,2.655603E-01,0.000000E+00,0.000000E+00
19:10:00,2.655603E-01,0.000000E+00,1.386748E+00,2.106757E+04,4.988395E+04,2.655603E-01,0.000000E+00,1.282950E+00,1.523636E+04,5.819941E+04,5.036511E-01,8.356242E+03,2.655603E-01,0.000000E+00,0.000000E+00
19:20:00,2.655603E-01,0.000000E+00,1.373760E+00,2.067032E+04,4.920974E+04,2.655603E-01,0.000000E+00,1.268276E+00,1.487751E+04,5.734085E+04,5.036528E-01,8.356271E+03,2.655603E-01,0.000000E+00,0.000000E+00
19:30:00,2.655603E-01,0.000000E+00,1.361776E+00,2.029181E+04,4.857524E+04,2.655603E-01,0.000000E+00,1.254633E+00,1.453487E+04,5.653319E+04,5.036545E-01,8.356300E+03,2.655603E-01,0.000000E+00,0.000000E+00
19:40:00,2.655603E-01,0.000000E+00,1.350918E+00,1.993340E+04,4.798436E+04,2.655603E-01,0.000000E+00,1.242162E+00,1.420962E+04,5.578235E+04,5.036563E-01,8.356328E+03,2.655603E-01,0.000000E+00,0.000000E+00
19:50:00,2.655603E-01,0.000000E+00,1.341458E+00,1.959859E+04,4.744622E+04,2.655603E-01,0.000000E+00,1.231095E+00,1.390385E+04,5.509814E+04,5.036580E-01,8.356356E+03,2.655603E-01,0.000000E+00,0.000000E+00
20:00:00,2.655603E-01,0.000000E+00,1.332753E+00,1.927745E+04,4.693755E+04,2.655603E-01,0.000000E+00,1.220811E+00,1.361003E+04,5.445220E+04,5.036596E-01,8.356384E+03,2.655603E-01,0.000000E+00,0.000000E+00
20:10:00,2.655603E-01,0.000000E+00,1.321959E+00,1.896391E+04,4.639441E+04,2.655603E-01,0.000000E+00,1.210595E+00,1.335198E+04,5.384588E+04,5.036613E-01,8.356412E+03,2.655603E-01,0.000000E+00,0.000000E+00
20:20:00,2.655603E-01,0.000000E+00,1.311348E+00,1.865554E+04,4.586035E+04,2.655603E-01,0.000000E+00,1.200534E+00,1.309807E+04,5.324901E+04,5.036630E-01,8.356440E+03,2.655603E-01,0.000000E+00,0.000000E+00
20:30:00,2.655603E-01,0.000000E+00,1.301238E+00,1.835677E+04,4.534637E+04,2.655603E-01,0.000000E+00,1.190959E+00,1.285178E+04,5.267609E+04,5.036646E-01,8.356467E+03,2.655603E-01,0.000000E+00,0.000000E+00
20:40:00,2.655603E-01,0.000000E+00,1.291554E+00,1.806636E+04,4.484966E+04,2.655603E-01,0.000000E+00,1.181790E+00,1.261211E+04,5.212348E+04,5.036663E-01,8.356494E+03,2.655603E-01,0.000000E+00,0.000000E+00
20:50:00,2.655603E-01,0.000000E+00,1.282300E+00,1.778422E+04,4.437021E+04,2.655603E-01,0.000000E+00,1.173029E+00,1.237894E+04,5.129880E+04,5.036679E-01,8.356521E+03,2.655603E-01,0.000000E+00,0.000000E+00
21:00:00,2.655603E-01,0.000000E+00,1.273472E+00,1.751015E+04,4.390776E+04,2.655603E-01,0.000000E+00,1.164674E+00,1.215208E+04,5.032907E+04,5.036695E-01,8.356548E+03,2.655603E-01,0.000000E+00,0.000000E+00
21:10:00,2.655603E-01,0.000000E+00,1.264801E+00,1.724031E+04,4.345286E+04,2.655603E-01,0.000000E+00,1.156464E+00,1.192872E+04,4.937732E+04,5.036711E-01,8.356575E+03,2.655603E-01,0.000000E+00,0.000000E+00
21:20:00,2.655603E-01,0.000000E+00,1.256606E+00,1.697897E+04,4.301639E+04,2.655603E-01,0.000000E+00,1.148729E+00,1.171215E+04,4.845711E+04,5.036727E-01,8.356601E+03,2.655603E-01,0.000000E+00,0.000000E+00
21:30:00,2.655603E-01,0.000000E+00,1.248677E+00,1.672315E+04,4.259103E+04,2.655603E-01,0.000000E+00,1.141250E+00,1.149999E+04,4.755850E+04,5.036743E-01,8.356627E+03,2.655603E-01,0.000000E+00,0.000000E+00
21:40:00,2.655603E-01,0.000000E+00,1.241073E+00,1.647353E+04,4.217867E+04,2.655603E-01,0.000000E+00,1.134089E+00,1.129279E+04,4.668360E+04,5.036759E-01,8.356653E+03,2.655603E-01,0.000000E+00,0.000000E+00
21:50:00,2.655603E-01,0.000000E+00,1.233762E+00,1.622958E+04,4.177811E+04,2.655603E-01,0.000000E+00,1.127217E+00,1.109014E+04,4.583066E+04,5.036774E-01,8.356679E+03,2.655603E-01,0.000000E+00,0.000000E+00
22:00:00,2.655603E-01,0.000000E+00,1.226723E+00,1.599091E+04,4.138850E+04,2.655603E-01,0.000000E+00,1.120613E+00,1.089173E+04,4.499835E+04,5.036790E-01,8.356705E+03,2.655603E-01,0.000000E+00,0.000000E+00
22:10:00,2.655603E-01,0.000000E+00,1.219979E+00,1.579002E+04,4.104399E+04,2.655603E-01,0.000000E+00,1.114289E+00,1.072706E+04,4.431033E+04,5.036805E-01,8.356730E+03,2.655603E-01,0.000000E+00,0.000000E+00
22:20:00,2.655603E-01,0.000000E+00,1.213512E+00,1.559392E+04,4.071005E+04,2.655603E-01,0.000000E+00,1.108225E+00,1.056605E+04,4.363920E+04,5.036820E-01,8.356756E+03,2.655603E-01,0.000000E+00,0.000000E+00
22:30:00,2.655603E-01,0.000000E+00,1.207303E+00,1.540232E+04,4.038600E+04,2.655603E-01,0.000000E+00,1.102405E+00,1.040846E+04,4.298396E+04,5.036835E-01,8.356781E+03,2.655603E-01,0.000000E+00,0.000000E+00
22:40:00,2.655603E-01,0.000000E+00,1.201336E+00,1.521494E+04,4.007122E+04,2.655603E-01,0.000000E+00,1.096812E+00,1.025407E+04,4.234368E+04,5.036850E-01,8.356805E+03,2.655603E-01,0.000000E+00,0.000000E+00
22:50:00,2.655603E-01,0.000000E+00,1.195598E+00,1.503154E+04,3.976518E+04,2.655603E-01,0.000000E+00,1.091432E+00,1.010270E+04,4.171751E+04,5.036865E-01,8.356830E+03,2.655603E-01,0.000000E+00,0.000000E+00
23:00:00,2.655603E-01,0.000000E+00,1.190076E+00,1.485189E+04,3.946739E+04,2.655603E-01,0.000000E+00,1.086253E+00,9.954153E+03,4.110471E+04,5.036880E-01,8.356855E+03,2.655603E-01,0.000000E+00,0.000000E+00
23:10:00,2.655603E-01,0.000000E+00,1.184711E+00,1.467521E+04,3.917587E+04,2.655603E-01,0.000000E+00,1.081231E+00,9.807997E+03,4.050339E+04,5.036895E-01,8.356879E+03,2.655603E-01,0.000000E+00,0.000000E+00
23:20:00,2.655603E-01,0.000000E+00,1.179493E+00,1.450135E+04,3.889026E+04,2.655603E-01,0.000000E+00,1.076355E+00,9.664081E+03,3.991291E+04,5.036909E-01,8.356903E+03,2.655603E-01,0.000000E+00,0.000000E+00
23:30:00,2.655603E-01,0.000000E+00,1.174413E+00,1.433012E+04,3.861013E+04,2.655603E-01,0.000000E+00,1.071615E+00,9.522269E+03,3.933269E+04,5.036924E-01,8.356927E+03,2.655603E-01,0.000000E+00,0.000000E+00
23:40:00,2.655603E-01,0.000000E+00,1.169460E+00,1.416138E+04,3.833517E+04,2.655603E-01,0.000000E+00,1.066999E+00,9.382434E+03,3.876218E+04,5.036938E-01,8.356951E+03,2.655603E-01,0.000000E+00,0.000000E+00
23:50:00,2.655603E-01,0.000000E+00,1.164625E+00,1.399497E+04,3.806501E+04,2.655603E-01,0.000000E+00,1.062499E+00,9.244462E+03,3.820087E+04,5.036952E-01,8.356975E+03,2.655603E-01,0.000000E+00,0.000000E+00
24:00:00,2.655603E-01,0.000000E+00,1.159900E+00,1.383076E+04,3.779934E+04,2.655603E-01,0.000000E+00,1.058106E+00,9.108246E+03,3.764830E+04,5.036966E-01,8.356998E+03,2.655603E-01,0.000000E+00,0.000000E+00
Coinc Peak   ,5.036966E-01,1.486090E+00,8.356998E+03,2.643546E+04
NonCoinc Peak,5.036966E-01,1.553688E+00,8.356998E+03,2.643546E+04
